OBJECTID,Location,Bed Name,Survey Date,Survey Month,Survey Year,Start Time,End Time,Tide Station,Tidal Ht m,Temp1 Shore Edge,Ave Temp Shore Edge,Observations,Additional Obs,Survey_ID,County,Site Code,Survey Day,NWSC Max Ext,DNR Max Ext,Visit Num,Survey Num,Analyze,Analyze Notes,Acres,Acres NWSC clip,Acres Ave NWSC Max Ext,Acres DNR clip,Miles,Weather,Survey Conditions,MLLW Tidal Ht m,Depth2 Shore Edge,Depth2 Water Edge,Ave Depth Shore Edge m,Ave Depth Water Edge m,MLLW Depth2 Shore Edge m,MLLW Depth2 Water Edge m,Current Station,Current Knots,Temp2 Shore Edge,Temp2 Water Edge,ToBe,ToWa,BeL,BeR,Notes,Extent Start Waypoint,Extent End Waypoint,Bulb m2,Shape__Area,Shape__Length
41,Hoypus Point,Hoypus Point,2016-07-19,7,2016,10:35:00,11:40:00,Yokeko Point (9448601),-0.3048,,,"A. Health and morphology of kelp field: appears very healthy and whole; I did not inspect these plants, but will do so another time.
B. Density of kelp field and orientation in water column: A vast area at NW end has a low density; center and SE end are more dense areas; short sections of inner
border at SE end come right up to waterline; blades were mostly below the surface; bulbs often at surface; stipes often at surface.
C. Human impacts: None observed; one person was digging near waterline for 1hr near center of inner border of kelp field; 2 high powered boats every 5 min
creates continual cycles of wave action at shore.
D. Other kelp: Ulva latica; Fucus distichus; Sargassum muticum; Saccharina latissima; possibly other brown and red seaweed present.
E. Fish: (3) fish jumped from water, size ranging from 6-12in L.
F. Eel Grass: Dense areas of eel grass are growing all along the inner border of the bull kelp. There is a red-brown ‘algae-like’ growth covering the eel grass
giving it a ruffled or rouched appearance.
G. Birds: (1) pigeon guillemot at NW end of kelp field outer perimeter when I arrived; many bird heard above and from land.
H. Intertidal organisms: I did not have time to do this, but will return at another time with same low tide to make a list.","Processing Note-Acreage uncharacteristically large for time period and should be used with cautionI started 30 minutes later than planned. I think it is best to leave the Cornet Bay boat launch area 30-40 minutes before slack current, allowing more
time at the kelp bed and more time to return before the current gets too strong. According to the NOAA tables the current was 1.8 to 2 knots when I was about to
round the point and enter Cornet Bay: the water was like high energy jelly, requiring strenuous paddling if 10-12yd offshore. Progress forward could only be
made by paddling in shallow water ~2 yd from shore, but if a power boat was coming through then keeping 10-12 yd offshore at times seemed necessary. Be
warned that when the Victoria Clipper comes by it can generate waves 2.5 - 4ft high that break on shore. You do not want to be near the kelp field inner border,
but rather on the beach or much further out in the water.
There is a huge difference in the area between high and low tide: possibly twice the size at -1ft compared to +6ft. Roughly speaking, last night at
+6ft tide there was approximately a 100,000sqft area where the kelp was invisible/separated by much >8M, but today at low tide it is included in the data. In
other words last night the measurable kelp field was the section starting a little ways SE of Waypoint 500, but today the measureable area also includes the
section located above Waypoint 500 stretching as far NW as Waypoint 498. I did leave out some clusters and individuals; they might become connected in August.",Hoypus_Point_July_19_2016_1,Island,HOYP,19,0,0,1,1,0,Largest bed extent of all surveys/years despite being earliest of season. Seems odd.,4.04200104982978,4.04200104982978,,4.04581112810638,0.719873259194294,Clouds,,,,,,,,,,,,,,,,,,,,,176235.527587891,3802.7219575572
42,Hoypus Point,Hoypus Point,2016-07-22,7,2016,17:58:00,18:21:00,Yokeko Point (9448601),1.8898,,,"No photos taken. A. Health and morphology of kelp field: Appears very healthy and whole; a few blades were examined and found to be
6 in wide and no deposits on them
B. Density of kelp field and orientation in water column: The area is not solid with kelp, but rather ‘veins’ of growth
are seen here and there.
C. Human impacts: ~1/4 mile southeast of the kelp field I saw 17 floats spread out, probably marking commercial crab
pots; power boats visited some of these floats. The Victoria Clipper appeared at 5:59pm but I was far enough south of
the shoal/most prominent shore section jutting out into water, that the waves did not disturb my tracking too much.
D. Other kelp: No understory kelp was visible at this tide level.
E. Fish: Several fish jumped from water while I was tracking and perch were seen among the kelp blades.
F. Eel Grass: None visible at this tide level.
G. Birds: 5-6 cormorants or loons were seen fishing 0.5 mi south of kelp field, 50 yd off shore, present on both legs of
my journey to and from the kelp field.
H. Intertidal organisms: None visible at this tide level.","I launched from Ala Spit, thus the start point was at the southeast end of the kelp field. If launching from Cornet Bay the start point would
be the northwest point. These two start points are almost equidistant from launch point. I carried my kayak ~50 ft, and entered the water on the lagoon side of
the spit. I started paddling at 5:25pm and arrived at the southeast end of the kelp bed 30 minutes later; I did a lot of power paddling trying to get there as soon
as possible. I stayed 50-100 yd from shore where I felt sheltered from the ~9mph wind. On the return trip I did less power paddling and it took me 45 minutes.
I’m sure other factors contributed to the paddle time difference.",Hoypus_Point_July_22_2016_1,Island,HOYP,22,0,0,2,1,0,High tide,1.13413998624244,1.13413998624244,,1.13520868080603,0.302580067522768,Clouds,,,,,,,,,,,,,,,,,,,,,49449.7008056641,1598.37536608729
43,Hoypus Point,Hoypus Point,2016-08-19,8,2016,11:05:00,11:45:00,Yokeko Point (9448601),,,,"No photos taken. A. Health and morphology of individual plants: White circular deposits, ~0.5-2.0 inches in diameter were seen on some blades: center of circles slightly darker
or more transparent. Many bulbs have a green algae growing on them; some bulbs have tissue that appear damaged/bleached/dead, lacking normal green color.
B. Density of kelp field and orientation in water column: Water is extremely turbid. A vast area at NW end has a low density; center and SE end are more dense
areas; short sections of inner border at SE end come right up to waterline; blades were mostly below the surface; bulbs often at surface; stipes often at surface.
The most dense regions seem to be as seen before i.e. toward the center north to south and also along the inner border or closest to shore.
C. Human impacts: A plastic container/float was tied to a bull kelp plant 30-50yd from the main kelp field. Another buoy/float was anchored nearby. A lot of
boating activity~100 yd from kelp field.
D. Other kelp: No new species to report.
E. Fish: (1) very large fish jumped from water at north end of kelp field.
F. Eel Grass: Bull kelp does overlap the eelgrass zones slightly.
G. Birds and Mammals: (3) blue herons on kelp when I arrived; one harbor seal asleep on surface 1/2mile NW of kelp field.
H. Intertidal and subtidal organisms: Lots of Phacellophora camischatica (egg yolk jelly) near surface, ranging from 2in-12in diameter.","A lot of boat activity and resulting wave action interfered with consistency of tracking speed.
 The kelp is sparse and spread out at the NW end. I only included plants with a portion at the surface. Some ‘lines’ of individuals were
excluded at NW end given >8m beyond my reach. It was not easy to judge their disconnection to the rest of the kelp field, because I see
that the plant is there just below the surface.
 Paddling back to Yokeko Pt not too bad, but once entering Cornet Bay it was very strenuous paddling against the current. I went to shore ~12:15pm to rest for 5
min. Once past the last erratic point then the remaining 1/2 mile was easier to paddle. I departed parking lot at 1:00pm. Next time I’ll launch from Ala Spit so as
not to have to paddle against the current.
 I’ll be sure to take photos in September.",Hoypus_Point_August_19_2016_1,Island,HOYP,19,1,1,3,1,1,,3.71215632161521,3.71215632161521,3.7122,3.71565533274672,0.544213308700027,Clear,,,,,,,,,,,,,,,,,,,,,161853.923706055,2874.79999465405
44,Hoypus Point,Hoypus Point,2016-09-14,9,2016,09:18:00,10:05:00,Yokeko Point (9448601),0.0305,,,"A. Health and morphology of individual plants: A lot of slime and algae is coating the stipes and bulbs. Some plants or small clusters of plants have the blades
wrapped around them—I don’t recall seeing this much entanglement 4 weeks ago (see photo Vol1).
B. Density of kelp field and orientation in water column: The kelp is sparse and spread out at the NW end and along the outer border (waterside) as it always has
been. Very few plants are growing at the waterline. After tracking and photos were completed and I left from the center of the field I noticed the blades unfurled
to the north, which is not what I expected as I thought I was departing during a flood period after slack and I was hoping to have the current in my favor as I
paddled south to Ala Spit.—Perhaps this area gets flooded from both directions. (Obviously I’m not a nautical expert on these matters).
C. Human impacts: Mild boat activity nearby on this morning.
D. Other kelp: No new species to report. Saccharina seen at the waterline today.
E. Fish: (1) A very large fish jumped every 3-6 seconds from the water repeatedly 4 times. Was a predator after it?
F. Eel Grass: Lots of eel grass beds in shallow areas, all covered with a rust colored frilly algae.
G. Birds and Mammals: (3) blue herons on shore, lots of gulls on kelp, (3) loons nearby to the south.
H. Intertidal and subtidal organisms: Lots of egg yolk jelly near surface, ranging from 3in-12in diameter.","I carried my kayak 250 yd along the lagoon before finding a place to launch due to deep, sticky mud preventing access to waterline. I launched at ~8:45am and
arrived at the south end of the bull kelp field at 9:15am. I started tracking right away and finished at 9:45am. I spent 15 minutes taking photos and a depth
measurement. The return paddle was fast (~35 min) and easy and I avoided the lagoon altogether, paddling along the shallow (6-12 in deep) east shore of the
spit. “Wave wall” seen in June was not present. I landed ~100 yd from my car and on this side of the spit the tidal zone is sandy. The driftwood in front of the
car was tricky but manageable (NE corner of parking lot). After loading the car, I left the area at 11:00am. I chose Ala Spit to launch from thinking it would be to
my advantage, but it wasn’t (too much time to launch, too much carrying the kayak too far, and dangerous mud in the lagoon area). Well, at least I didn’t
encounter difficult currents to paddle against as I have had in the past returning to Cornet Bay.",Hoypus_Point_September_14_2016_1,Island,HOYP,14,0,0,4,1,1,,3.39351006081859,3.39351006081859,,3.39670843482924,0.511201224947135,Clear,,,,,,,,,,,,,,,,,,,,,147960.604858398,2700.41416684828
45,Lowell,Lowell,2016-07-23,7,2016,11:15:00,17:45:00,"Greenbank (9447883) 14:00, -0.4",,,,,,Camano_Island_July_23_2016_1,Island,LWLP,23,0,0,1,1,1,"JW, NWSC: A replicatetrack was completed but is not included here or on SoundIQ; not sure why",12.8015451942426,12.8015451942426,,12.8100909759928,1.05317382008628,,,,,,,,,,,,,,,,,,,,,,558007.551513672,5562.61405416771
46,Lowell,Lowell,2016-08-19,8,2016,11:22:00,,"Greenbank (9447883) 12:00, -0.91",,,,"Lots of boat traffic - wakes, breeze.  No Birds.  Bryozoans in kelp fronds. 3-4 Fried egg jellies.",,Camano_Island_Aug_19_2016_1,Island,LWLP,19,0,0,2,1,1,,14.9348809796504,14.9348809796504,,14.9448511945029,1.00779598229459,,,,,,,,,,,,,,,,,,,,,,650997.625854492,5322.93894260911
47,Lowell,Lowell,2016-09-16,9,2016,10:00:00,12:00:00,"Greenbank (9447883) 11:11, 0.14",0.0427,,,Only one temperature reading.,Depth waypoints recorded but no depth typed into box.,Camano_Island_September_16_2016_1,Island,LWLP,16,1,1,3,1,1,,18.0813648142067,18.0813648142067,18.0814,18.0934305793695,1.12894910533906,,,,,,,,,,,,,,,,,,,,,,788149.928344727,5962.84092927227
48,Lowell North,Lowell North,2016-09-16,9,2016,,,,,,,,no datasheet,Camano_Island_2_September_16_2016_1,Island,LWLP-N,16,0,0,3,1,0,bed mapped once between 216 & 22,0.378118058980154,,,,0.236005367187144,,,,,,,,,,,,,,,,,,,,,,16481.8913574219,1246.52702242784
49,Polnell Point,Polnell Point,2016-07-04,7,2016,11:30:00,14:10:00,"Crescent harbor, -2.88 ft at 11:19",,,,"Few PG nests in cliff; 2 PGs and fish (gunnel, sculpin). ~8-10 GB herons, 1 bald eagle, 1 harbor seal (on rock). A ""younger"" bed, many submerged plants and bulbs on surface are smaller (1-2"").",,Polnell_Point_July_4_2016_1,Island,POLN,4,0,0,1,1,1,2 polygons,4.75076022744816,4.75076022744816,,4.75461688655575,0.812243744334118,,,,,,,,,,,,,,,,,,,,,,207111.077148438,4290.3865314816
50,Polnell Point,Polnell Point,2016-08-01,8,2016,11:20:00,14:10:00,"Crescent Harbor 9447952, -1.91 ft at 10:20",,,,"3 harbor seals on rocks (2 on 1 rock), many variable sized perch (shiner or surfperch?) throughout bed, 1 fried-egg jellyfish (large 4-5"" bell), 2 PG fishing in bed, 1 BE overhead, no GBH. At mariners cove boat launch: dead young harbor seal at hightide wrack, body intact some abrasion on muzzle but vibrissae present; no body lesions; apparently good body blubber; 2 large holes in head- no brain left, not smelly (relative fresh?); 5 photos.",GPS file names: Polnell Point Aug 1 2016 tracks + waypoint.gpx,Polnell_Point_Aug_1_2016_1,Island,POLN,1,0,0,2,1,1,,17.6516499392091,17.6516499392091,,17.6659596395035,1.35991310319926,,,,,,,,,,,,,,,,,,,,,,769529.215332031,7183.25157685401
51,Polnell Point,Polnell Point,2016-08-30,8,2016,10:30:00,13:40:00,"Crescent Harbor, -0.55 ft at 10:06",,,,"3 harbor seals on rocks, 1 GBH, 2 female harlequin ducks on bed, numerous fried egg jellyfish, variable sizes (1-5""), bryozoans on kelp fronds numerous & up to 1.5"" diameter, few visible shiner perch in bed, few unidentified sea gulls, bull kelp stipes are thin & fronds are frayed, some broken off near bulb. At mariners cove boat launch: >100 fried egg jelly fish",,Polnell_Point_Aug_30_2016_1,Island,POLN,30,1,1,3,1,1,,36.7280400126662,36.7280400126662,36.728,36.7578613312192,1.81562005463284,,,,,,,,,,,,,,,,,,,,,,1601172.44299316,9590.36648397599
52,North Beach Main,North Beach East,2016-07-01,7,2016,08:20:00,09:00:00,PT Hudson,-0.3719,,,"Edge of bed difficult to distinguish in places, because the kelp was so spread out along the edges.",,North_Beach_East_July_1_2016_2,Jefferson,NB-E,1,0,0,1,1,1,,10.5604144774828,10.5604144774828,,10.5677070041488,0.598754860323261,Clouds,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-GkH6HGV/0/O/NorthBeachEast_1July2016_ToBe.jpg,,,,,,,,460329.347900391,3162.51716525707
53,North Beach Main,North Beach East,2016-07-01,7,2016,08:20:00,09:00:00,PT Hudson,-0.3719,,,"Long, ropy, braided kelp.  Shore edge close to beach.  West of boast launch smaller pathes are completely merges into very long bed extending as far as we can see - will be difficult to survey from kayak at low tide.",We surveyed smaller patch east of boat launch.,North_Beach_East_July_1_2016_1,Jefferson,NB-E,1,0,0,1,2,1,,12.8135710915698,12.8135710915698,,12.8224202711857,0.713577985951917,Clouds,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-GkH6HGV/0/O/NorthBeachEast_1July2016_ToBe.jpg,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-L5ZR33B/0/edde8dce/O/NorthBeachEast_1July2016_ToWa.jpg
",https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-Mk945SX/0/6df3d619/O/NorthBeachEast_1July2016_BeL.jpg,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-psXGh2m/0/520b8fbb/O/NorthBeachEast_1July2016_BeR.jpg
",,,,,558544.661376953,3768.99284420718
54,North Beach Main,North Beach East,2016-07-11,7,2016,,,,,,,,no datasheet,North_Beach_East_July_11_2016_3,Jefferson,NB-E,11,0,0,2,,0,>2.9' tide; cell phone duplicate of survey 1 GPS on same kayak ,9.20308487390455,9.20308487390455,,9.20944070686249,0.572112186551799,,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-b6GBzMz/0/O/NorthBeachEast_11July2016_ToBe.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-CwGrQp4/0/O/NorthBeachEast_11July2016_ToWa.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-Fr7qPGF/0/O/NorthBeachEast_11July2016_BeL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-XCrPKwC/0/O/NorthBeachEast_11July2016_BeR.jpg,,,,,401163.243774414,3021.79541128088
55,North Beach Main,North Beach East,2016-07-11,7,2016,15:45:00,16:30:00,PT Wilson,0.8931,,,"Photos labeled with location (GPS) and names.  Kelp bed patchy because stipes twisted together in knots.  Many schools of small fish visible , different sizes  Herons feeding from kelp mats.  Two almost landed on our kayaks!",Magnificant day to be doing this!,North_Beach_East_July_11_2016_1,Jefferson,NB-E,11,0,0,2,1,0,>2.9' tide,14.1515486977381,14.1515486977381,,14.1613241321763,0.652184160935492,"Clear, Clouds",,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-b6GBzMz/0/O/NorthBeachEast_11July2016_ToBe.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-CwGrQp4/0/O/NorthBeachEast_11July2016_ToWa.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-Fr7qPGF/0/O/NorthBeachEast_11July2016_BeL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-XCrPKwC/0/O/NorthBeachEast_11July2016_BeR.jpg,,,,,616867.252563477,3444.72152025695
56,North Beach Main,North Beach East,2016-07-11,7,2016,15:45:00,16:30:00,PT Wilson,0.8931,,,"Photos labeled with location (GPS) and names.  Kelp bed patchy because stipes twisted together in knots.  Many schools of small fish visible , different sizes  Herons feeding from kelp mats.  Two almost landed on our kayaks!",Magnificant day to be doing this!,North_Beach_East_July_11_2016_2,Jefferson,NB-E,11,0,0,2,2,0,>2.9' tide,9.25126555173452,9.25126555173452,,9.25765521388218,0.592696418440036,"Clear, Clouds",,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-b6GBzMz/0/O/NorthBeachEast_11July2016_ToBe.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-CwGrQp4/0/O/NorthBeachEast_11July2016_ToWa.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-Fr7qPGF/0/O/NorthBeachEast_11July2016_BeL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-XCrPKwC/0/O/NorthBeachEast_11July2016_BeR.jpg,,,,,403263.439086914,3130.51769280211
57,North Beach Main,North Beach East,2016-08-02,8,2016,10:06:00,10:45:00,Pt Hudson,-0.4572,,,"At this low tide, there were enough individual kelp bulbs to connect he bed we've been monitoring with the adjacent bed to the west.  We made the decision to make an arbirary division between ""our"" bed (North Beach East) and the much larger bed to the west.",,North_Beach_East_Aug_2_2016_1,Jefferson,NB-E,2,0,0,3,1,1,,21.6037601190093,21.5304670488529,,21.5453408119643,0.877679925009785,Clouds,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-9wRzDcb/0/O/NorthBeachEast_2Aug2016_ToBe.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-pvKv82g/0/O/NorthBeach_2Aug2016_ToWa.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-5TF23N3/0/O/NorthBeachEast_2Aug2016_BeL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-GhDBc5v/0/O/NorthBeach_2Aug2016_BeR.jpg,,,,,941709.931274414,4635.75044292185
58,North Beach Main,North Beach East,2016-08-19,8,2016,10:38:00,11:13:00,,-0.061,,,"Nice day!  Lost of forage fish (herring?).  Still a bald patch on outer edge.  Understory kelp and lots of Ulva sp. Present.  Kingfishers, herons, and gulls fishing.  Blades healthy and reproductive.",Beds sort of merge together.  Made a judgement call based on where best habitat ended.,North_Beach_East_Aug_19_2016_1,Jefferson,NB-E,19,0,0,4,1,1,,20.3290722890618,20.3290722890618,,20.3431166596197,0.817447952877176,Clear,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-HLTfxp8/0/O/NorthBeachEast_19Aug2016_ToBe.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-jWZqX7D/0/O/NorthBeachEast_19Aug2016_ToWa.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-HJRNfS7/0/O/NorthBeachEast_19Aug2016_BrL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-f7DT39S/0/O/NorthBeachEast_19Aug2016_BeR.jpg,,,,,886146.165039063,4317.61575379841
